,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Outlet_Year
10078,FDL15,17.85,Low Fat,0.046625941,Meat,152.3682,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10079,FDI41,18.5,Regular,0.062353714,Frozen Foods,145.4418,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10080,FDQ48,14.3,Regular,0.030135186874999997,Baking Goods,98.7726,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10081,DRI39,13.8,Low Fat,0.09698132,Dairy,55.593,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10082,FDI08,18.2,Regular,0.066241884,Fruits and Vegetables,250.9092,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10083,FDC21,14.6,Regular,0.04302561,Fruits and Vegetables,110.0254,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10084,FDF58,13.3,Low Fat,0.009579343,Snack Foods,62.351,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10085,FDS08,5.735,Low Fat,0.095341405,Fruits and Vegetables,178.037,OUT010,Small,Tier 3,Grocery Store,,Test,25
10086,FDE47,14.15,Low Fat,0.037985629,Starchy Foods,123.1046,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10087,NCP18,12.15,Low Fat,0.050071843,Household,152.4708,OUT019,Small,Tier 1,Grocery Store,,Test,38
10088,NCR41,17.85,Low Fat,0.0157896545,Health and Hygiene,96.8094,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10089,FDA27,20.35,Regular,0.030901894,Dairy,254.2672,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10090,FDA43,10.895,Low Fat,0.064663519,Fruits and Vegetables,194.0794,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10091,FDA49,19.7,Low Fat,0.065053427,Canned,86.6198,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10092,NCE55,8.92,Low Fat,0.113742252,Household,178.137,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10093,DRM49,6.11,Regular,0.15121816,Soft Drinks,45.9086,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10094,FDF22,6.865,Low Fat,0.056555477,Snack Foods,214.2218,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10095,FDQ15,20.35,Regular,0.151688857,Meat,80.6276,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10096,NCS54,13.6,Low Fat,0.010049688,Household,174.937,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10097,NCY05,13.5,Low Fat,0.054944247,Health and Hygiene,36.3874,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10098,FDR45,10.8,Low Fat,0.028943289,Snack Foods,239.6222,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10099,FDK57,10.195,Low Fat,0.080417724,Snack Foods,121.244,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10100,FDF41,12.15,Low Fat,0.219568112,Frozen Foods,248.346,OUT010,Small,Tier 3,Grocery Store,,Test,25
10101,FDV21,11.5,Low Fat,0.1784756932,Snack Foods,125.6704,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10102,FDD51,11.15,Low Fat,0.119952711,Dairy,45.2744,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10103,FDF33,7.97,Low Fat,0.021535488,Seafood,109.6596,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10104,FDA38,5.44,Low Fat,0.025479919,Dairy,238.5538,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10105,FDR56,15.5,Regular,0.100970195,Fruits and Vegetables,195.8768,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10106,NCN41,17.0,Low Fat,0.05250462,Health and Hygiene,121.673,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10107,FDC60,5.425,Regular,0.113918065,Baking Goods,87.9514,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10108,FDB47,8.8,Low Fat,0.07157425,Snack Foods,207.9612,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10109,DRH01,17.5,Low Fat,0.097822555,Soft Drinks,175.4738,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10110,FDW08,12.1,Low Fat,0.148381569,Fruits and Vegetables,104.928,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10111,FDF38,11.8,Regular,0.026230365,Canned,39.1138,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10112,FDY32,7.605,Low Fat,0.129972082,Fruits and Vegetables,162.921,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10113,FDG34,11.5,Regular,0.037628842,Snack Foods,109.5254,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10114,FDG47,12.8,Low Fat,0.121893603,Starchy Foods,261.3252,OUT019,Small,Tier 1,Grocery Store,,Test,38
10115,NCF18,18.35,Low Fat,0.088965771,Household,189.8504,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10116,FDL39,16.1,Regular,0.110885027,Dairy,181.3318,OUT019,Small,Tier 1,Grocery Store,,Test,38
10117,NCH55,16.35,Low Fat,0.03466576,Household,125.902,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10118,DRJ35,10.1,Low Fat,0.040795805375,Hard Drinks,60.7878,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10119,FDS44,12.65,Regular,0.156014453,Fruits and Vegetables,238.9538,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10120,DRE01,10.1,Low Fat,0.167836117,Soft Drinks,241.0512,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10121,FDY39,5.305,Regular,0.046989556,Meat,184.3608,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10122,FDY32,7.605,Low Fat,0.129767515,Fruits and Vegetables,161.821,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10123,FDR33,7.31,Low Fat,0.02665921,Snack Foods,111.157,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10124,NCP50,17.35,Low Fat,0.020591811,Others,81.0618,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10125,FDZ47,20.7,Regular,0.07961949,Baking Goods,98.6042,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10126,FDU57,8.27,Regular,0.089693419,Snack Foods,152.2708,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10127,FDY44,14.15,Regular,0.02438425,Fruits and Vegetables,194.411,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10128,DRH59,10.8,Low Fat,0.058671483,Hard Drinks,73.838,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10129,FDB03,17.75,Regular,0.156072361,Dairy,240.2538,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10130,FDY46,18.6,Low Fat,0.047987061,Snack Foods,186.8898,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10131,FDM39,6.42,Low Fat,0.053579102,Dairy,177.3002,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10132,FDY36,12.3,Low Fat,0.009408748,Baking Goods,74.838,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10133,NCM55,15.6,Low Fat,0.066713516,Others,184.2924,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10134,FDJ50,8.645,Low Fat,0.036130545,Canned,52.6982,OUT010,Small,Tier 3,Grocery Store,,Test,25
10135,DRL60,8.52,Low Fat,0.027036842,Soft Drinks,150.8682,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10136,NCJ54,9.895,Low Fat,0.060160503,Household,232.2642,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10137,FDX59,10.195,Low Fat,0.051953489,Breads,33.8558,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10138,FDI07,12.35,Regular,0.03285739155555555,Meat,199.0426,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10139,DRF51,15.75,Low Fat,0.277579189,Dairy,39.6506,OUT010,Small,Tier 3,Grocery Store,,Test,25
10140,FDM14,13.8,Low Fat,0.013338995,Canned,109.7254,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10141,FDP21,7.42,Regular,0.025793045,Snack Foods,187.9872,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10142,FDE40,15.6,Regular,0.099125013,Dairy,63.0194,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10143,FDE05,10.895,Regular,0.032447909,Frozen Foods,146.9102,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10144,FDM13,6.425,Low Fat,0.062869397,Breakfast,132.8626,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10145,FDC34,16.0,Regular,0.1719225,Snack Foods,156.7972,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10146,NCI55,18.6,Low Fat,0.01270511,Household,122.8414,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10147,NCE43,12.5,Low Fat,0.103863648,Household,168.8448,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10148,FDW58,20.75,Low Fat,0.007583861,Snack Foods,107.0622,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10149,FDG60,20.35,Low Fat,0.060822826,Baking Goods,234.6616,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10150,FDV31,9.8,Low Fat,0.107320959,Fruits and Vegetables,176.337,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10151,FDR47,17.85,Low Fat,0.087395867,Breads,194.2794,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10152,FDM60,10.8,Regular,0.08429269,Baking Goods,40.6138,OUT019,Small,Tier 1,Grocery Store,,Test,38
10153,NCF06,6.235,Low Fat,0.020280634,Household,258.4962,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10154,NCN26,10.85,Low Fat,0.024495557,Household,117.0808,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10155,FDQ59,9.8,Regular,0.056474207,Breads,85.6908,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10156,FDF09,6.215,Low Fat,0.012148905,Fruits and Vegetables,36.5848,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10157,NCS06,7.935,Low Fat,0.026782272625,Household,264.791,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10158,FDT44,16.6,Low Fat,0.102986542,Fruits and Vegetables,117.9466,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10159,FDI19,15.1,Low Fat,0.05263512,Meat,244.2512,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10160,FDT22,10.395,Low Fat,0.112731284,Snack Foods,59.922,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10161,NCF54,18.0,Low Fat,0.047147628,Household,170.8422,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10162,DRG25,10.5,Low Fat,0.019088324,Soft Drinks,185.924,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10163,FDB59,18.25,Low Fat,0.015365323,Snack Foods,197.3084,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10164,FDQ37,20.75,Low Fat,0.089765562,Breakfast,194.6478,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10165,FDP56,8.185,Low Fat,0.046475348,Fruits and Vegetables,47.9692,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10166,FDW44,9.5,Regular,0.035144569,Fruits and Vegetables,171.8448,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10167,FDJ26,15.3,Regular,0.141879554,Canned,215.1218,OUT010,Small,Tier 3,Grocery Store,,Test,25
10168,FDU43,19.35,Regular,0.058279823,Fruits and Vegetables,237.4564,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10169,FDW33,9.395,Low Fat,0.099321607,Snack Foods,104.928,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10170,NCX53,20.1,Low Fat,0.0148655,Health and Hygiene,143.2154,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10171,FDN56,5.46,Regular,0.179191782,Fruits and Vegetables,146.2786,OUT010,Small,Tier 3,Grocery Store,,Test,25
10172,DRF15,18.35,Low Fat,0.033265629,Dairy,152.334,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10173,FDO33,14.75,Low Fat,0.089827705,Snack Foods,114.4518,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10174,FDZ39,19.7,Regular,0.030169768,Meat,103.799,OUT010,Small,Tier 3,Grocery Store,,Test,25
10175,NCJ19,18.6,Low Fat,0.118848485,Others,55.3588,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10176,FDU01,20.25,Regular,0.009000292555555556,Canned,184.6924,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10177,FDT12,6.215,Regular,0.049612318,Baking Goods,224.1062,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10178,NCM18,13.0,Low Fat,0.083179333,Household,62.0194,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10179,FDP19,11.5,Low Fat,0.174497541,Fruits and Vegetables,128.8652,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10180,NCR42,9.105,Low Fat,0.038541712,Household,33.09,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10181,FDN10,11.5,Low Fat,0.046123804,Snack Foods,118.6124,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10182,FDG44,6.13,Low Fat,0.102768984,Fruits and Vegetables,54.7298,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10183,FDQ10,12.85,Low Fat,0.033179231,Snack Foods,171.5422,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10184,DRH13,8.575,Low Fat,0.023923093,Soft Drinks,105.528,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10185,FDT52,9.695,Regular,0.047390108,Frozen Foods,245.0144,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10186,FDM56,16.7,Low Fat,0.070333939,Fruits and Vegetables,110.7912,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10187,NCO43,5.5,Low Fat,0.078832748,Others,101.5016,OUT010,Small,Tier 3,Grocery Store,,Test,25
10188,NCV29,11.8,Low Fat,0.0238310344,Health and Hygiene,177.2686,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10189,NCF06,6.235,Low Fat,0.020181546,Household,260.1962,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10190,FDO50,16.25,Low Fat,0.078153958,Canned,91.3804,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10191,FDT59,13.65,Low Fat,0.015898191,Breads,229.7668,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10192,FDX40,12.85,Low Fat,0.09851376,Frozen Foods,36.7164,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10193,FDE50,19.7,Regular,0.016297312,Canned,186.3556,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10194,FDX51,9.5,Regular,0.022183497,Meat,196.9452,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10195,NCD30,19.7,Low Fat,0.026958635,Household,98.5726,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10196,FDK15,10.8,Low Fat,0.098331927,Meat,100.5042,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10197,FDL12,15.85,Regular,0.121879396,Baking Goods,61.222,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10198,FDK46,9.6,Low Fat,0.051758515,Snack Foods,259.462,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10199,DRH49,19.7,Low Fat,0.04126841,Soft Drinks,80.6592,OUT010,Small,Tier 3,Grocery Store,,Test,25
10200,FDQ57,7.275,Low Fat,0.027947642,Snack Foods,146.876,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10201,FDY59,8.195,Low Fat,0.031581072,Baking Goods,93.4462,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10202,FDO09,13.5,Regular,0.12578499,Snack Foods,261.691,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10203,NCG30,20.2,Low Fat,0.112299979,Household,126.4046,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10204,FDM09,11.15,Regular,0.086417608,Snack Foods,168.679,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10205,NCN17,11.0,Low Fat,0.054672984,Health and Hygiene,101.0358,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10206,NCS42,8.6,Low Fat,0.0693587,Household,89.9146,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10207,FDD02,16.6,Low Fat,0.088053052,Canned,117.0124,OUT019,Small,Tier 1,Grocery Store,,Test,38
10208,FDE34,9.195,Low Fat,0.107801614,Snack Foods,182.3634,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10209,FDU38,10.8,Low Fat,0.08271731,Dairy,192.6504,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10210,FDB33,17.75,Low Fat,0.014580169,Fruits and Vegetables,157.5262,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10211,NCJ29,10.6,Low Fat,0.035391991,Health and Hygiene,86.8224,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10212,FDZ27,7.935,Low Fat,0.017153018,Dairy,48.135,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10213,FDI40,11.5,Regular,0.125498428,Frozen Foods,99.7358,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10214,FDG22,17.6,Regular,0.041346719,Snack Foods,37.819,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10215,FDT51,11.65,Regular,0.010980551,Meat,110.7544,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10216,FDF20,12.85,Low Fat,0.033355494,Fruits and Vegetables,198.5768,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10217,FDV50,14.3,Low Fat,0.122548032,Dairy,122.173,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10218,FDT02,12.6,Low Fat,0.024232347,Dairy,36.1874,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10219,DRC49,8.67,Low Fat,0.065806717,Soft Drinks,144.6128,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10220,FDF26,6.825,Regular,0.046707264,Canned,151.9998,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10221,FDV52,20.7,Regular,0.12677410890000002,Frozen Foods,118.6466,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10222,FDX59,10.195,Low Fat,0.051741591,Breads,35.2558,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10223,FDV25,5.905,Low Fat,0.045643611,Canned,222.0456,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10224,FDW23,5.765,Low Fat,0.081615145,Baking Goods,38.6164,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10225,FDE53,10.895,Low Fat,0.026989658,Frozen Foods,107.728,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10226,FDA19,7.52,Low Fat,0.055439323,Fruits and Vegetables,130.0994,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10227,FDH22,6.405,Low Fat,0.136300946,Snack Foods,126.0678,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10228,NCO41,12.5,Low Fat,0.018833177,Health and Hygiene,97.8384,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10229,FDX12,18.2,Regular,0.026211917,Baking Goods,241.3196,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10230,FDF17,5.19,Low Fat,0.042585419,Frozen Foods,196.911,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10231,FDS11,7.05,Regular,0.055671183,Breads,222.3088,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10232,FDR51,9.035,Regular,0.173436917,Meat,150.0708,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10233,FDT49,7.0,Low Fat,0.253421913,Canned,106.228,OUT010,Small,Tier 3,Grocery Store,,Test,25
10234,FDC56,7.72,Low Fat,0.121419594,Fruits and Vegetables,120.244,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10235,FDR13,9.895,Regular,0.02858175,Canned,116.4492,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10236,FDQ60,6.195,Regular,0.10935376,Baking Goods,120.4098,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10237,FDN38,6.615,Regular,0.092114847,Canned,248.7408,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10238,NCL29,9.695,Low Fat,0.113844617,Health and Hygiene,157.8604,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10239,FDO13,7.865,Low Fat,0.060763988,Breakfast,164.0526,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10240,FDE26,9.3,Low Fat,0.089368341,Canned,143.8786,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10241,FDA31,7.1,Low Fat,0.18413701,Fruits and Vegetables,172.808,OUT010,Small,Tier 3,Grocery Store,,Test,25
10242,FDX14,13.1,Low Fat,0.07492586,Dairy,75.3354,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10243,FDA34,11.5,Low Fat,0.014890695,Starchy Foods,174.108,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10244,FDF26,6.825,Regular,0.046595951,Canned,153.0998,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10245,FDE38,6.52,Low Fat,0.044697626,Canned,166.5842,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10246,DRI11,8.26,Low Fat,0.034404287,Hard Drinks,113.5834,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10247,FDQ60,6.195,Regular,0.108844791,Baking Goods,118.5098,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10248,FDL21,15.85,Regular,0.007111808,Snack Foods,39.348,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10249,DRC12,17.85,Low Fat,0.037643694,Soft Drinks,192.0188,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10250,FDC47,15.0,Low Fat,0.118890636,Snack Foods,227.9694,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10251,FDE57,9.6,Low Fat,0.036358713,Fruits and Vegetables,140.0154,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10252,FDT14,10.695,Regular,0.127986136,Dairy,120.344,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10253,NCZ53,9.6,Low Fat,0.024477166,Health and Hygiene,189.6214,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10254,FDE28,9.5,Regular,0.133086933,Frozen Foods,230.1668,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10255,FDR19,13.5,Regular,0.159690469,Fruits and Vegetables,144.2102,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10256,NCF54,18.0,Low Fat,0.082951105,Household,173.7422,OUT019,Small,Tier 1,Grocery Store,,Test,38
10257,FDZ08,12.5,Regular,0.109992376,Fruits and Vegetables,81.1592,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10258,NCJ05,18.7,Low Fat,0.046276017,Health and Hygiene,154.2682,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10259,FDF59,12.5,Low Fat,0.071244009,Starchy Foods,127.102,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10260,NCO05,7.27,Low Fat,0.046550645,Health and Hygiene,100.4384,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10261,FDW24,6.8,Low Fat,0.037649797,Baking Goods,49.5034,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10262,NCX42,6.36,Low Fat,0.00600295,Household,166.1526,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10263,NCA53,11.395,Low Fat,0.009876591,Health and Hygiene,48.2034,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10264,FDI45,13.1,Low Fat,0.065799906,Fruits and Vegetables,177.0054,OUT019,Small,Tier 1,Grocery Store,,Test,38
10265,FDG46,8.63,Regular,0.032909657,Snack Foods,112.9518,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10266,FDM20,10.0,Low Fat,0.064752101,Fruits and Vegetables,243.3144,OUT010,Small,Tier 3,Grocery Store,,Test,25
10267,FDW11,12.6,Low Fat,0.081651205,Breads,61.6194,OUT010,Small,Tier 3,Grocery Store,,Test,25
10268,FDX08,12.85,Low Fat,0.022599777,Fruits and Vegetables,179.2318,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10269,NCK17,11.0,Low Fat,0.03788768,Health and Hygiene,40.648,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10270,FDK32,16.25,Regular,0.049175079,Fruits and Vegetables,151.5682,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10271,NCA42,6.965,Low Fat,0.028543185,Household,159.4604,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10272,DRI01,7.97,Low Fat,0.034446434,Soft Drinks,170.7422,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10273,NCL55,12.15,Low Fat,0.055728639999999996,Others,254.004,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10274,DRE25,15.35,Low Fat,0.073581718,Soft Drinks,94.412,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10275,FDD14,20.7,Low Fat,0.170768961,Canned,183.5266,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10276,FDB10,10.0,Low Fat,0.067208123,Snack Foods,235.559,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10277,DRN11,7.85,Low Fat,0.162949459,Hard Drinks,145.0444,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10278,FDP38,10.1,Low Fat,0.032232864,Canned,50.9008,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10279,NCA30,19.0,Low Fat,0.130065297,Household,188.6872,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10280,FDT15,12.15,Regular,0.042922946,Meat,184.695,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10281,NCP55,14.65,Low Fat,0.011235608,Others,57.0614,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10282,FDF12,8.235,Low Fat,0.082412268,Baking Goods,148.5076,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10283,FDM21,20.2,Low Fat,0.06462627,Snack Foods,256.2646,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10284,FDX56,17.1,Regular,0.07404547,Fruits and Vegetables,205.8638,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10285,FDF10,15.5,Regular,0.157816029,Snack Foods,145.4418,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10286,FDT32,19.0,Regular,0.065767041,Fruits and Vegetables,189.6214,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
